REG.CGE;NÚMERO;ÓRGÃO;CONVENENTE;CELEBRAÇÃO;PUBLICAÇÃO;OBJETO;VIGÊNCIA;VALOR TOTAL
14-81009-3;0029/2014;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;INSTITUTO DE EDUCAÇÃO E ASSISTÊNCIA AOS CEGOS DO NORDESTE;13/10/2014;16/10/2014;MANUTENÇÃO DAS ATIVIDADES DE EDUCAÇÃO INCLUSIVA E ASSISTÊNCIA SOCIAL DESENVOLVIDAS JUNTO AOS ALUNOS COM DEFICIÊNCIA VISUAL NA INSTITUIÇÃO,LOCALIZADA EM CAMPINA GRANDE-PB.;31/12/2015;132.000,0
14-81001-8;0505/2014;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA EST. DE ENS. FUND. E MÉDIO ELPIDIO DE ALMEIDA- CAMPINA GRANDE;6/10/2014;8/10/2014;ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO A SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA EEEM DOUTOR ELPÍDIO DE ALMEIDA (DA PRATA),EM DECORRÊNCIA DO PROGRAMA PB VEST.;31/12/2014;1.800,0
14-80993-1;0010/2014;UEPB - 22.0401 - UNIVERSIDADE ESTADUAL DA PARAÍBA;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;29/9/2014;2/10/2014;VIABILIZAR ESPAÇO ADEQUADO PARA MINISTRAR AULAS PRÁTICAS DO COMPONENTE CURRICULAR DE FISIOTERAPIA AQUÁTICA PARA OS ALUNOS DO CURSO DE FISIOTERAPIA DA UNIVERSIDADE ESTADUAL DA PARAÍBA.;29/9/2015;0,0
14-80987-7;0506/2014;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEFM DR HORTENCIO S. RIBEIRO - CAMPINA GRANDE/PB.;23/9/2014;25/9/2014;ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO A SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA EEEM DOUTOR HORTÊNSIO SOUSA RIBEIRO (PREMEN),EM DECORRÊNCIA DO PROGRAMA PBVEST.;31/12/2014;1.800,0
14-80977-0;0009/2014;UEPB - 22.0401 - UNIVERSIDADE ESTADUAL DA PARAÍBA;FUNDAÇÃO ASSISTENCIAL DA PARAÍBA  -  FAP;15/9/2014;18/9/2014;ESTABELECER AS CONDIÇÕES INDISPENSÁVEIS À VIABILIZAÇÃO DE CONCESSÃO DE ESTÁGIOS CURRICULAR OBRIGATÓRIO AOS ESTUDANTES DOS CURSOS DE ENFERMAGEM,FARMÁCIA,PSICOLOGIA,ODONTOLOGIA,EDUCAÇÃO FÍSICA,FISIOTERAPIA,BIOLOGIA,SERVIÇO SOCIAL,ENGENHARIA SANITÁRIA E AMBIENTAL,REGULARMENTE MATRICULADOS E COM EFETIVA FREQUÊNCIA NOS CURSOS DE GRADUAÇÃO DA UNIVERSIDADE ESTADUAL DA PARAÍBA.;15/9/2019;0,0
14-80944-3;0012/2014;SEC - 33.101 - SECRETARIA DE ESTADO DA CULTURA;ASSOCIAÇÃO DE QUADRILHAS JUNINAS DE CAMPINA GRANDE;20/6/2014;14/8/2014;REALIZAÇÃO DO PROJETO CIRCUITO DO FORRÓ.;30/11/2014;22.000,0
14-80919-2;0008/2014;SEC - 33.101 - SECRETARIA DE ESTADO DA CULTURA;MOINHO DE CINEMA DA PARAÍBA;2/5/2014;24/7/2014;REALIZAÇÃO DO CIRCUITO CULTURAL. AÇÕES DA ÁREA DO AUDIOVISUAL.;31/8/2014;25.000,0
14-80901-0;0030/2014;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;ONG - ESPERANÇA NO AMANHÃ - ENA;4/7/2014;17/7/2014;O PRESENTE CONVÊNIO TEM POR OBJETO CONTRIBUIR PARA PROMOVER UM INFÂNCIA DIGNA,POSSIBILITANTO A FORMAÇÃO DA CIDADANIA E MELHOR QUALIDADE DE VIDA ÀS 50 CRIANÇAS E ADOLESCENTES VIVENDO E CONVIVENDO COM HIV/AIDS CADASTRADAS NO PROJETO CRESCENDO DE BEM COM A VIDA 2014,ORIUNDAS DE MAIS DE 30 MUNÍCIPIOS DO ESTADO DA PARAÍBA.;4/2/2015;21.670,0
14-80899-4;0032/2014;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;REDE NACIONAL PESQUISA AO VIRUS HIV - AIDS / CAMPINA GRANDE;4/7/2014;16/7/2014;O PRESENTE CONVÊNIO TEM POR OBJETO O DESENVOLVIMENTO DE AÇÕES DE INTEGRAÇÃO E VALORIZAÇÃO DAS PESSOAS VIVENDO COM HIV/AIDS NO ESTADO DA PARAÍBA,VISANDO AINDA CONTRIBUIR PARA A MELHORIA DA QUALIDADE DE VIDA,RESGATE DA AUTOESTIMA E A SOCIALIZAÇÃO DAS PVHA,ALÉM DE PRESTAR ATENDIMENTO JURÍDICO,PSCICOSSOCIAL E NUTRICIONAL,E MEDIAR CASOS DE VIOLAÇÃO DOS DIREITOS HUMANOS;4/12/2014;21.670,0
14-80897-8;0038/2014;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;GRUPO DE APOIO A VIDA - GAV - CAMPINA GRANDE/PB.;4/7/2014;12/7/2014;O PRESENTE CONVÊNIO TEM POR OBJETO MINIMIZAR O IMPACTO ECÔNOMICO E PSICOSSOCIAL CAUSADO PELAS DIVERSAS MANIFESTAÇÕES DE EXCLUSÃO A QUE SÃO SUBMETIDAS AS PESSOAS AFETADAS PELO HIV NO SEIO DA SOCIEDADE,PERMITINDO OFERECER EM CARATER MAIS HUMANIZADO PARA QUE A PESSOAS SE SINTA CUIDADA E PERTENCENTE A UMA REDE SOCIAL,CONTRIBUINDO PARA A MELHORIA DA QUALIDADE DE VIDA DAS PESSOAS VIVENDO COM HIV E AIDS NA REGIÃO METROPOLITANA DE CAMPINA GRANDE.;4/3/2015;21.670,0
14-80895-1;0031/2014;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;REDE NACIONAL DE PESSOAS VIVENDO E CONVIVENDO COM HIV/AIDS;4/7/2014;11/7/2014;O PRESENTE CONVÊNIO TEM COMO OBJETO O INCENTIVO A CASA DE APOIO TIPO I,DESTINADA A ACOLHER AS PESSOAS VIVENDO COM HIV/AIDS DE OUTRAS CIDADES DO INTERIOR PARAIBANO,QUE SE DESLOCAM A CAMPINA GRANDE,A FIM DE SEREM ATENDIDAS NOS SERVIÇOS DE REFERÊNCIA,OFERECENDO-LHES SERVIÇOS DE HOSPEDAGEM E ALIMENTAÇÃO.;4/7/2015;109.200,0
14-80886-2;0020/2014;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;ORGANIZAÇÃO PAPEL MARCHE - PAPEL MARCHE / CAMPINA GRANDE;4/7/2014;5/7/2014;MANUTENÇÃO DA INSTITUIÇÃO QUE ATENDE CRIANÇAS E ADOLESCENTES CARENTES NO CONTRA TURNO ESCOLAR E SEUS FAMILIARES.;29/2/2016;221.710,0
14-80882-0;0481/2014;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;SECRETARIA DE EDUCAÇÃO,ESPORTE E CULTURA DO MUNICIPIO DE CAMPINA GRANDE;4/7/2014;5/7/2014;O PRESENTE INSTRUMENTO TEM POR OBJETO A GRADUAL TRANSFERÊNCIA,AO MUNICÍPIO DE CAMPINA GRANDE/PB,DE 10 (DEZ) CRECHES E PRÉ-ESCOLAS ESTADUAIS NELE GEOLOCALIZADAS,AS QUAIS AINDA SE ENCONTRAM SOB GESTÃO ADMINISTRATIVA E FINANCEIRA DO GOVERNO DO ESTADO DA PARAÍBA,CONFORME O TERMO DE AJUSTAMENTO DE CONDUTA Nº 03/2013.;31/12/2014;0,0
14-80748-3;0011/2014;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CONGREGAÇÃO REDENTORISTA NORDESTINA;17/6/2014;22/6/2014;DESTINADO À CAPACITAÇÃO PROFISSIONAL NA FORMA DE ASSISTÊNCIA EDUCACIONAL DE 320 JOVENS DE BAIXA RENDA,EGRESSOS DO ENSINO MÉDIO NA REDE PÚBLICA DE ENSINO DO ESTADO DA PARAÍBA,ATRAVÉS DE CURSOS PROFISSIONALIZANTES DE NÍVEL TÉCNICO EM ELETRÔNICA,TELECOMUNICAÇÕES,INFORMÁTICA,SEGURANÇA DO TRABALHO,AGROECOLOGIA,TRANSAÇÕES IMOBILIÁRIAS,GUIA DE TURISMO,LOGÍSTICA,ENFERMAGWEM E EQUIPAMENTOS BIOMÉDICOS.;31/1/2015;1.190.400,0
14-80702-5;0205/2014;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEFM DR HORTENCIO S. RIBEIRO - CAMPINA GRANDE/PB.;23/5/2014;28/5/2014;ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO A SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO HORTENSIO DE SOUSA RIBEIRO,EM DECORRÊNCIA DO PROGRAMA DO ENSINO MÉDIO INOVADOR EM TEMPO INTEGRAL.;31/12/2014;104.940,0
14-80633-9;0199/2014;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO IZABEL RODRIGUES DE MELO;13/5/2014;16/5/2014;ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO A SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO IZABEL RODRIGUES DE MELO,EM DECORRÊNCIA DO PROGRAMA DO ENSINO MÉDIO INOVADOR EM TEMPO INTEGRAL.;31/12/2014;23.562,0
14-80574-0;0192/2014;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEFM NENZINHA CUNHA LIMA;24/4/2014;1/5/2014;ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO A SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO NENZINHA CUNHA LIMA,EM DECORRÊNCIA DO PROGRAMA DO ENSINO MÉDIO INOVADOR EM TEMPO INTEGRAL.;31/12/2014;39.204,0
14-80517-1;0001/2014;UEPB - 22.0401 - UNIVERSIDADE ESTADUAL DA PARAÍBA;MINISTÉRIO PÚBLICO DO TRABALHO  PROCURADORIA DO TRABALHO NO MUNICÍPIO DE CAMPINA GRANDE;14/4/2014;16/4/2014;COOPERAÇÃO TÉCNICA ENTRE OS PARCEIROS ACIMA DESCRITOS,POR MEIO DA REALIZAÇÃO DE AÇÕES TÉCNICAS E ADMINISTRATIVAS PARA CRIAÇÃO E CONSTRUÇÃO DE UM NÚCLEO DE ESTUDOS E PRÁTICAS JURÍDICAS TRABALHISTAS  NEJUT,NO CENTRO DE CIÊNCIAS JURÍDICAS DA UEPB/CAMPUS I. ;14/4/2019;0,0
14-80497-2;0002/2014;SETDE - 21.0001 - SECRETARIA DE ESTADO DO TURISMO E DESENVOLVIMENTO ECONÔMICO;CÂMERA DIRIGENTES LOJISTAS - CDL / CAMPINA GRANDE;1/4/2014;9/8/2014;O PRESENTE INSTRUMENTO TEM POR OBJETO A COOPERAÇÃO TÉCNICA E FINANCEIRA ENTRE OS CONVENENTES VISANDO À PROMOÇÃO DE INCENTIVOS PARA INCREMENTAR AS VENDAS DO COMÉRCIO VAREJISTA E DE SERVIÇOS DA CIDADE DE CAMPINA GRANDE,"ATRAVÉS DA REALIZAÇÃO DA CAMPANHA ""LIQUIDA CAMPINA 2014"".;31/8/2014;200.000,0
14-80473-5;0182/2014;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA EST. DE ENS. FUND. E MÉDIO ELPIDIO DE ALMEIDA- CAMPINA GRANDE;1/4/2014;8/4/2014;ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO A SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO DR. ELPÍDIO DE ALMEIDA,EM DECORRÊNCIA DO PROGRAMA DO ENSINO MÉDIO INOVADOR EM TEMPO INTEGRAL.;31/12/2014;146.124,0
14-80472-7;0191/2014;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO SEVERINO CABRAL - CAMPINA GRANDE/P;1/4/2014;8/4/2014;ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO A SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO SEVERINO CABRAL,EM DECORRÊNCIA DO PROGRAMA DO ENSINO MÉDIO INOVADOR EM TEMPO INTEGRAL.;31/12/2014;44.550,0
14-80422-1;0234/2014;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;ORGANIZAÇÃO PAPEL MARCHE - PAPEL MARCHE / CAMPINA GRANDE;18/3/2014;26/3/2014;REALIZAÇÃO DE ATENDIMENTO E ACOMPANHAMENTO EDUCACIONAL ESPECIALIZADO ÀS PESSOAS COM DEFICIÊNCIA,TRANSTORNOS GLOBAIS DO DESENVOLVIMENTO,ALTAS HABILIDADES,SUPERDOTAÇÃO E ATENDIMENTO AOS TRANSTORNOS ESCOLARES ORIUNDOS DA REDE REGULAR DE ENSINO DO MUNICÍPIO DE CAMPINA GRANDE E REGIÃO.;18/3/2015;441.960,0
14-80326-7;0001/2014;SEC - 33.101 - SECRETARIA DE ESTADO DA CULTURA;VISÃO NACIONAL CONSCIÊCIA CRISTÃ/CAMPINA GRANDE;18/2/2014;9/3/2014;APOIO A REALIZAÇÃO DO 16 ENCONTRO PARA A CONSCIÊNCIA CRISTÃ. ;31/3/2014;160.000,0
14-80192-2;0078/2014;SEIRHMACT - 31.101 - SECRETARIA DE ESTADO DA INFRAESTRUTURA,DOS REC. HÍDRICOS,DO MEIO-AMB. E DA CIÊNCIA E TECNOLOGIA;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;2/1/2014;30/1/2014;ABASTECIMENTO DE ÁGUA ATRAVÉS DA CONTRATAÇÃO DE CARRO PIPA.;28/2/2014;56.000,0
13-81080-4;0030/2013;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DO MENINO / CAMPINA GRANDE;10/12/2013;25/4/2014;DESTINADO A REFORMA DO PISO DA ESCOLA DA CASA DO MENINO,NO MUNICÍPIO DE CAMPINA GRANDE - PB.;31/7/2014;184.447,67
13-81007-3;0001/2013;SEDAP - 32.101 - SECRETARIA DE ESTADO DE DESENV AGROPECUÁRIA E PESCA;CIA DE DESENVOLVIMENTO DE RECURSOS MINERAIS DA PARAÍBA;21/11/2013;3/12/2013;EXECUÇÃO DE SERVIÇOS DE EXTENSIONISMO MINERAL PARA APOIO À IMPLANTAÇÃO DOS PROJETOS VOLTADOS AO FORTALECIMENTO DO PEQUENO PRODUTOR MINERAL ORGANIZADO EM COOPERATIVAS E A PARCERIA ENTRE AS ALUDIDAS INSTITUIÇÕES,EM ATENDIMENTO AO PLANO DE TRABALHO DO ACORDO DE EMPRÉSTIMO FIRMADO ENTRE O GOVERNO DO ESTADO E O FIDA PARA IMPLEMENTAÇÃO DO PROCASE.;21/11/2014;0,0
13-80999-7;0022/2013;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;REDE NACIONAL PESQUISA AO VIRUS HIV - AIDS / CAMPINA GRANDE;20/11/2013;30/11/2013;O PRESENTE CONVÊNIO TEM POR OBJETO O DESENVOLVIMENTO DE AÇÕES DE INTEGRAÇÃO E VALORIZAÇÃO DAS PESSOAS VIVENDO COM HIV/AIDS NO ESTADO DA PARAÍBA,VISANDO AINDA CONTRIBUIR PARA MELHORIA DA QUALIDADE DE VIDA,RESGATE DA AUTOESTIMA E A SOCIALIZAÇÃO DAS PVHA,ALÉM DE PRESTAR ATENDIMENTO JURÍDICO,PSICOSSOCIAL E NUTRICIONAL,E MEDIAR CASOS DE VIOLAÇÃO DOS DIREITOS HUMANOS.;19/5/2014;21.670,0
13-80984-9;0024/2013;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;ONG - ESPERANÇA NO AMANHÃ - ENA;20/11/2013;27/11/2013;O PRESENTE CONVÊNIO TEM POR OBJETO CONTRIBUIR PARA PROMOVER UMA INFÂNCIA DIGNA,POSSIBILITANDO A FORMAÇÃO DA CIDADANIA E MELHOR QUALIDADE DE VIDA ÀS 52 (CINQUENTA E DUAS) CRIANÇAS ADOLESCENTES VIVENDO E CONVIVENDO COM HIV/AIDS CADASTRADOS NO PROJETO CRESCENDO DE BEM COM A VIDA,ORIUNDAS DE MAIS DE 30 (TRINTA) MUNICÍPIOS DO ESTADO PARAIBANO;31/3/2014;21.670,0
13-80916-4;0010/2013;UEPB - 22.0401 - UNIVERSIDADE ESTADUAL DA PARAÍBA;IDIM INTERNET,DESIGN E MULTIMÍDIA EIRELI;5/11/2013;13/11/2013;COMPLEMENTAÇÃO EDUCACIONAL E APRENDIZAGEM PROFISSIONAL,OBJETIVANDO ESTABELECER CONDIÇÕES INDISPENSÁVEIS À VIABILIZAÇÃO DE CONCESSÃO DE ESTÁGIOS CURRICULARES OBRIGATÓRIOS E NÃO-OBRIGATÓRIOS PARA ALUNOS REGULARMENTE MATRICULADOS E COM EFETIVA FREQUÊNCIA NO(S) CURSO(S) DE GRADUAÇÃO.;5/11/2015;0,0
13-80913-0;0018/2013;SEC - 33.101 - SECRETARIA DE ESTADO DA CULTURA;MOINHO DE CINEMA DA PARAÍBA;16/10/2013;9/11/2013;REALIZAÇÃO DO VII FESTIVAL DE CINEMA COM FARINHA EDIÇÃO 2013;20/12/2013;6.000,0
13-80872-9;0024/2013;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;FUNDAÇÃO ASSISTENCIAL DA PARAÍBA  -  FAP;29/10/2013;31/10/2013;DESTINADO A AQUISIÇÃO DE MEDICAMENTOS PARA PACIENTES EM TRATAMENTO DE QUIMIOTERAPIA E PORTADORES DE PATOLOGIAS ONCOLÓGICAS ASSISTIDOS PELA INSTITUIÇÃO.;31/1/2015;824.500,0
"13-80843-5;0011/2013;SETDE - 21.0001 - SECRETARIA DE ESTADO DO TURISMO E DESENVOLVIMENTO ECONÔMICO;ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE CAMPINA GRANDE;11/10/2013;18/10/2013;O PRESENTE INSTRUMENTO TEM POR OBJETO A COOPERAÇÃO TÉCNICA E FINANCEIRA ENTRE OS CONVENENTES VISANDO FOMENTAR O DESENVOLVIMENTO ECONÔMICO DA CIDADE DE CAMPINA GRANDE E REGIÃO ATRAVÉS DO APOIO AO EVENTO ""BRASIL DE SOLUÇÕES - CAPACITAÇÃO EMPRESARIAL CAMPINA GRANDE;15/11/2013;5.000,0
13-80834-6;0021/2013;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DE CARIDADE PADRE IBIAPINA;30/9/2013;10/10/2013;MANUTENÇÃO DA INSTITUIÇÃO NO ATENDIMENTO ÀS CRIANÇAS E OS ADOLESCENTES EM REGIME DE SEMI-INTERNATO,PROVINDAS DE FAMÍLIAS QUE VIVEM PRATICAMENTE ABAIXO DA POBREZA DANDO OPORTUNIDADE DE CONTINUAR AS SUAS ATIVIDADES,PROMOVENDO O EXERCÍCIO DA CIDADANIA.;31/3/2016;90.000,0
13-80817-6;0001/2013;CBM - 23.0001 - CORPO DE BOMBEIROS MILITAR DA PARAÍBA;UNIVERSIDADE ESTADUAL DA PARAÍBA;26/9/2013;2/10/2013;PARCERIA TÉCNICO-PEDAGÓGICA OPERACIONAL,PARA REALIZAÇÃO DOS PROCESSOS DE SELEÇÃO DE CANDIDATOS AO CURSO DE FORMAÇÃO DE OFICIAIS BOMBEIROS MILITAR 2014.;26/9/2014;0,0
13-80743-9;0319/2013;SEIRHMACT - 31.101 - SECRETARIA DE ESTADO DA INFRAESTRUTURA,DOS REC. HÍDRICOS,DO MEIO-AMB. E DA CIÊNCIA E TECNOLOGIA;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;4/7/2013;20/8/2013;ABASTECIMENTO DE ÁGUA ATRAVÉS DA CONTRATAÇÃO DE CARRO PIPA.;31/12/2013;238.000,0
13-80712-9;0259/2013;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEFM DR HORTENCIO S. RIBEIRO - CAMPINA GRANDE/PB.;23/7/2013;31/7/2013;O PRESENTE TERMO TEM OBJETIVO ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO O FORNECIMENTO O FORNECIMENTO DE ALIMENTADO ESCOLAR NA E.E.E.F.E DR HORTÊNCIO DE SOUSA RIBEIRO,EM DECORRÊNCIA DO PROGRAMA PBVEST.;31/12/2013;8.000,0
13-80694-7;0320/2013;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR IRMÃ J. SAMPAIO/CAMPINA GRANDE;19/7/2013;24/7/2013;CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM ÁREAS RURAIS PARA AS ESCOLAS DA REDE ESTADUAL DE ENSINO DA ZONA URBANA.;28/2/2014;80.000,0
13-80686-6;0012/2013;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DE ACOLHIDA SÃO PAULO DA CRUZ;28/6/2013;23/7/2013;MANUTENÇÃO DO PROGRAMA DE ATENDIMENTO A 295 (DUZENTOS E NOVENTA E CINCO) PESSOAS EM SITUAÇÃO DE VULNERABILIDADE.;31/5/2015;110.643,75
13-80677-7;0317/2013;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR WALNIZA BORBOREMA CUNHA LIMA - CAMPINA GRANDE/PB.;10/7/2013;12/7/2013;CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS  RESIDENTES EM AREAS RURAIS PARA AS ESCOLAS DA REDE ESDUAL DE ENSINO URBANO.;28/2/2014;80.000,0
13-80676-9;0316/2013;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR RUBENS DUTRA SEGUNDO /CAMPINA GRANDE;10/7/2013;12/7/2013;CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM ÁREAS RURAIS PARA AS ESCOLAS DA REDE ESTADUAL DE ENSINO DA ZONA URBANA;31/12/2013;80.000,0
13-80675-1;0014/2013;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;INSTITUTO SÃO VICENTE DE PAULO / CAMPINA GRANDE;28/6/2013;12/7/2013;MANUTENÇÃO DO PROGRAMA DE ATENDIMENTO AOS 74 (SETENTA E QUATRO) IDOSOS QUE RESIDEM NA INSTITUIÇÃO.;31/10/2015;192.000,0
13-80668-8;0260/2013;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;UNIVERSIDADE ESTADUAL DA PARAÍBA;9/7/2013;12/7/2013;FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA E.E AGROTÉCNICA DO SÍTIO CAJUEIRO,EM DECORRÊNCIA DO PROGRAMA PBVEST,CONFORME PREVISTO NO PLANO DE TRABALHO.;31/12/2013;8.000,0
13-80665-3;0009/2013;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DO MENINO / CAMPINA GRANDE;28/6/2013;11/7/2013;MANUTENÇÃO DO PROGRAMA DE ATENDIMENTO A 105 CRIANÇAS E ADOLESCENTES NA INSTITUIÇÃO.;31/1/2016;140.400,0
13-80658-1;0003/2013;UEPB - 22.0401 - UNIVERSIDADE ESTADUAL DA PARAÍBA;SECRETARIA MUNICIPAL DE SAÚDE DE CAMPINA GRANDE;25/6/2013;5/7/2013;VISA O DESENVOLVIMENTO DE ATIVIDADES CONJUNTAS PARA A OPERACIONALIZAÇÃO DE PROGRAMAS DE ESTÁGIO SUPERVISIONADO,CURRICULAR,DO CURSO MINISTRADO PELA FACULDADE/ESCOLA TÉCNICA E PROPORCIONARÁ AO   ESTUDANTE   SITUAÇÕES   PROFISSIONAIS   REAIS   PARA   APLICAÇÃO,APRIMORAMENTO   E   COMPLEMENTAÇÃO   DOS   CONHECIMENTOS   ADQUIRIDOS   COMO   ELEMENTO CONSTITUTIVO DO MOVIMENTO  PERMANENTE  DE   AÇÃO/REFLEXÃO,TEORIA/PRÁTICA,TENDO  COMO  REFERÊNCIA BÁSICA A REALIDADE SOCIAL CONCRETA.;25/6/2015;0,0
13-80523-1;0006/2013;SETDE - 21.0001 - SECRETARIA DE ESTADO DO TURISMO E DESENVOLVIMENTO ECONÔMICO;CÂMERA DIRIGENTES LOJISTAS - CDL / CAMPINA GRANDE;31/5/2013;7/6/2013;O PRESENTE INSTRUMENTO TEM POR OBJETO A COOPERAÇÃO TÉCNICA E FINANCEIRA,COM A CONJUGAÇÃO DE ESFORÇOS DAS PARTES,VISANDO À PROMOÇÃO DE INCENTIVOS PARA INCREMENTAR AS VENDAS DO COMÉRCIO VAREJISTA E DE SERVIÇOS DA CIDADE DE CAMPINA GRANDE,ATRAVÉS DA CAMPANHA INTITULADA DE LIQUIDA CAMPINA 2013;31/7/2013;100.000,0
13-80477-4;0006/2013;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CENTRO DE RECUPERAÇÃO HOMENS DE CRISTO / CAMPINA GRANDE;19/4/2013;18/5/2013;DESTINADO A MANUTENÇÃO DA INSTITUIÇÃO NO ATENDIMENTO A DEPENDENTES QUÍMICOS,DE ÁLCOOL E OUTRAS DROGAS,DO SEXO MASCULINO,COM FAIXA ETÁRIA DOS 18 AOS 70 ANOS,EM REGIME DE INTERNATO.;30/11/2014;150.000,0
13-80377-8;0142/2013;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO IZABEL RODRIGUES DE MELO;5/4/2013;13/4/2013;FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA E.E.E.F.M. IZABEL RODRIGUES DE MELO,DO PROGRAMA INOVADOR EM TEMPO INTEGRAL,CONFORME PLANO DE TRABALHO.;31/12/2013;35.838,0
